/var/spool/slurm-llnl/slurmd/job2259603/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 13:41] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 429.66, Accuracy = 0.11, Loss = 14.912
[2019-05-04 13:42] Train Step 7720/10000, Batch Size = 128, Examples/Sec = 21832.01, Accuracy = 0.98, Loss = 0.104
[2019-05-04 13:42] Train Step 7730/10000, Batch Size = 128, Examples/Sec = 22541.50, Accuracy = 0.99, Loss = 0.103
[2019-05-04 13:42] Train Step 7740/10000, Batch Size = 128, Examples/Sec = 20434.32, Accuracy = 1.00, Loss = 0.074
[2019-05-04 13:42] Train Step 7750/10000, Batch Size = 128, Examples/Sec = 21858.67, Accuracy = 0.98, Loss = 0.078
[2019-05-04 13:42] Train Step 7760/10000, Batch Size = 128, Examples/Sec = 20658.42, Accuracy = 0.95, Loss = 0.122
[2019-05-04 13:42] Train Step 7770/10000, Batch Size = 128, Examples/Sec = 21915.78, Accuracy = 0.99, Loss = 0.101
[2019-05-04 13:42] Train Step 7780/10000, Batch Size = 128, Examples/Sec = 22093.45, Accuracy = 0.94, Loss = 0.198
[2019-05-04 13:42] Train Step 7790/10000, Batch Size = 128, Examples/Sec = 21219.36, Accuracy = 0.89, Loss = 0.295
[2019-05-04 13:42] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 21811.61, Accuracy = 0.98, Loss = 0.112
[2019-05-04 13:42] Train Step 7810/10000, Batch Size = 128, Examples/Sec = 23040.68, Accuracy = 1.00, Loss = 0.069
[2019-05-04 13:42] Train Step 7820/10000, Batch Size = 128, Examples/Sec = 21853.34, Accuracy = 0.99, Loss = 0.069
[2019-05-04 13:42] Train Step 7830/10000, Batch Size = 128, Examples/Sec = 21922.94, Accuracy = 0.99, Loss = 0.069
[2019-05-04 13:42] Train Step 7840/10000, Batch Size = 128, Examples/Sec = 23999.59, Accuracy = 0.99, Loss = 0.078
[2019-05-04 13:42] Train Step 7850/10000, Batch Size = 128, Examples/Sec = 21804.52, Accuracy = 0.97, Loss = 0.119
[2019-05-04 13:42] Train Step 7860/10000, Batch Size = 128, Examples/Sec = 18623.89, Accuracy = 0.98, Loss = 0.089
[2019-05-04 13:42] Train Step 7870/10000, Batch Size = 128, Examples/Sec = 20777.54, Accuracy = 1.00, Loss = 0.042
[2019-05-04 13:42] Train Step 7880/10000, Batch Size = 128, Examples/Sec = 18087.42, Accuracy = 0.98, Loss = 0.100
[2019-05-04 13:42] Train Step 7890/10000, Batch Size = 128, Examples/Sec = 22705.47, Accuracy = 0.97, Loss = 0.129
[2019-05-04 13:42] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 20022.04, Accuracy = 0.94, Loss = 0.167
[2019-05-04 13:42] Train Step 7910/10000, Batch Size = 128, Examples/Sec = 21856.90, Accuracy = 0.89, Loss = 0.246
[2019-05-04 13:42] Train Step 7920/10000, Batch Size = 128, Examples/Sec = 22020.96, Accuracy = 0.96, Loss = 0.117
[2019-05-04 13:42] Train Step 7930/10000, Batch Size = 128, Examples/Sec = 23426.75, Accuracy = 0.98, Loss = 0.071
[2019-05-04 13:42] Train Step 7940/10000, Batch Size = 128, Examples/Sec = 21868.47, Accuracy = 0.98, Loss = 0.078
[2019-05-04 13:42] Train Step 7950/10000, Batch Size = 128, Examples/Sec = 21926.52, Accuracy = 0.97, Loss = 0.087
[2019-05-04 13:42] Train Step 7960/10000, Batch Size = 128, Examples/Sec = 20397.06, Accuracy = 0.80, Loss = 0.480
[2019-05-04 13:42] Train Step 7970/10000, Batch Size = 128, Examples/Sec = 21788.59, Accuracy = 0.98, Loss = 0.070
[2019-05-04 13:42] Train Step 7980/10000, Batch Size = 128, Examples/Sec = 23020.92, Accuracy = 0.88, Loss = 0.242
[2019-05-04 13:42] Train Step 7990/10000, Batch Size = 128, Examples/Sec = 21841.78, Accuracy = 0.99, Loss = 0.078
[2019-05-04 13:42] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 21941.76, Accuracy = 1.00, Loss = 0.064
[2019-05-04 13:42] Train Step 8010/10000, Batch Size = 128, Examples/Sec = 24567.38, Accuracy = 0.93, Loss = 0.178
[2019-05-04 13:42] Train Step 8020/10000, Batch Size = 128, Examples/Sec = 21162.48, Accuracy = 0.95, Loss = 0.140
[2019-05-04 13:42] Train Step 8030/10000, Batch Size = 128, Examples/Sec = 24453.24, Accuracy = 0.98, Loss = 0.101
[2019-05-04 13:42] Train Step 8040/10000, Batch Size = 128, Examples/Sec = 18771.71, Accuracy = 0.98, Loss = 0.073
[2019-05-04 13:42] Train Step 8050/10000, Batch Size = 128, Examples/Sec = 19201.39, Accuracy = 0.99, Loss = 0.082
[2019-05-04 13:42] Train Step 8060/10000, Batch Size = 128, Examples/Sec = 21327.25, Accuracy = 1.00, Loss = 0.061
[2019-05-04 13:42] Train Step 8070/10000, Batch Size = 128, Examples/Sec = 19175.33, Accuracy = 0.98, Loss = 0.065
[2019-05-04 13:42] Train Step 8080/10000, Batch Size = 128, Examples/Sec = 20652.85, Accuracy = 0.96, Loss = 0.137
[2019-05-04 13:42] Train Step 8090/10000, Batch Size = 128, Examples/Sec = 18506.41, Accuracy = 0.95, Loss = 0.126
[2019-05-04 13:42] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 19207.57, Accuracy = 0.95, Loss = 0.129
[2019-05-04 13:42] Train Step 8110/10000, Batch Size = 128, Examples/Sec = 21400.36, Accuracy = 0.95, Loss = 0.173
[2019-05-04 13:42] Train Step 8120/10000, Batch Size = 128, Examples/Sec = 21946.24, Accuracy = 0.98, Loss = 0.080
[2019-05-04 13:42] Train Step 8130/10000, Batch Size = 128, Examples/Sec = 19196.59, Accuracy = 0.98, Loss = 0.070
[2019-05-04 13:42] Train Step 8140/10000, Batch Size = 128, Examples/Sec = 20467.82, Accuracy = 1.00, Loss = 0.065
[2019-05-04 13:42] Train Step 8150/10000, Batch Size = 128, Examples/Sec = 21632.32, Accuracy = 0.98, Loss = 0.100
[2019-05-04 13:42] Train Step 8160/10000, Batch Size = 128, Examples/Sec = 22146.31, Accuracy = 1.00, Loss = 0.052
[2019-05-04 13:42] Train Step 8170/10000, Batch Size = 128, Examples/Sec = 18154.70, Accuracy = 0.93, Loss = 0.198
[2019-05-04 13:42] Train Step 8180/10000, Batch Size = 128, Examples/Sec = 21875.60, Accuracy = 0.96, Loss = 0.074
[2019-05-04 13:42] Train Step 8190/10000, Batch Size = 128, Examples/Sec = 21273.17, Accuracy = 0.99, Loss = 0.068
[2019-05-04 13:42] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 22607.95, Accuracy = 1.00, Loss = 0.051
[2019-05-04 13:42] Train Step 8210/10000, Batch Size = 128, Examples/Sec = 19362.75, Accuracy = 0.99, Loss = 0.064
[2019-05-04 13:42] Train Step 8220/10000, Batch Size = 128, Examples/Sec = 20149.03, Accuracy = 1.00, Loss = 0.049
[2019-05-04 13:42] Train Step 8230/10000, Batch Size = 128, Examples/Sec = 23425.73, Accuracy = 1.00, Loss = 0.039
[2019-05-04 13:42] Train Step 8240/10000, Batch Size = 128, Examples/Sec = 20376.15, Accuracy = 0.93, Loss = 0.237
[2019-05-04 13:42] Train Step 8250/10000, Batch Size = 128, Examples/Sec = 21415.73, Accuracy = 0.95, Loss = 0.114
[2019-05-04 13:42] Train Step 8260/10000, Batch Size = 128, Examples/Sec = 21846.22, Accuracy = 1.00, Loss = 0.053
[2019-05-04 13:42] Train Step 8270/10000, Batch Size = 128, Examples/Sec = 19892.21, Accuracy = 0.98, Loss = 0.085
[2019-05-04 13:42] Train Step 8280/10000, Batch Size = 128, Examples/Sec = 18729.80, Accuracy = 1.00, Loss = 0.070
[2019-05-04 13:42] Train Step 8290/10000, Batch Size = 128, Examples/Sec = 21895.22, Accuracy = 1.00, Loss = 0.043
[2019-05-04 13:42] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 19856.16, Accuracy = 0.99, Loss = 0.061
[2019-05-04 13:42] Train Step 8310/10000, Batch Size = 128, Examples/Sec = 20983.00, Accuracy = 0.98, Loss = 0.075
[2019-05-04 13:42] Train Step 8320/10000, Batch Size = 128, Examples/Sec = 21682.99, Accuracy = 0.94, Loss = 0.165
[2019-05-04 13:42] Train Step 8330/10000, Batch Size = 128, Examples/Sec = 19112.53, Accuracy = 0.98, Loss = 0.100
[2019-05-04 13:42] Train Step 8340/10000, Batch Size = 128, Examples/Sec = 21933.69, Accuracy = 1.00, Loss = 0.047
[2019-05-04 13:42] Train Step 8350/10000, Batch Size = 128, Examples/Sec = 20906.19, Accuracy = 1.00, Loss = 0.074
[2019-05-04 13:42] Train Step 8360/10000, Batch Size = 128, Examples/Sec = 27666.63, Accuracy = 1.00, Loss = 0.038
[2019-05-04 13:42] Train Step 8370/10000, Batch Size = 128, Examples/Sec = 22587.02, Accuracy = 0.97, Loss = 0.099
[2019-05-04 13:42] Train Step 8380/10000, Batch Size = 128, Examples/Sec = 20504.56, Accuracy = 0.96, Loss = 0.172
[2019-05-04 13:42] Train Step 8390/10000, Batch Size = 128, Examples/Sec = 23745.89, Accuracy = 0.91, Loss = 0.170
[2019-05-04 13:42] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 19647.61, Accuracy = 0.98, Loss = 0.076
[2019-05-04 13:42] Train Step 8410/10000, Batch Size = 128, Examples/Sec = 22653.74, Accuracy = 0.99, Loss = 0.065
[2019-05-04 13:42] Train Step 8420/10000, Batch Size = 128, Examples/Sec = 18767.77, Accuracy = 0.91, Loss = 0.173
[2019-05-04 13:42] Train Step 8430/10000, Batch Size = 128, Examples/Sec = 19447.62, Accuracy = 0.96, Loss = 0.134
[2019-05-04 13:42] Train Step 8440/10000, Batch Size = 128, Examples/Sec = 23340.18, Accuracy = 1.00, Loss = 0.051
[2019-05-04 13:42] Train Step 8450/10000, Batch Size = 128, Examples/Sec = 22020.05, Accuracy = 0.99, Loss = 0.065
[2019-05-04 13:42] Train Step 8460/10000, Batch Size = 128, Examples/Sec = 19113.21, Accuracy = 1.00, Loss = 0.043
[2019-05-04 13:42] Train Step 8470/10000, Batch Size = 128, Examples/Sec = 22613.66, Accuracy = 0.99, Loss = 0.057
[2019-05-04 13:42] Train Step 8480/10000, Batch Size = 128, Examples/Sec = 18586.50, Accuracy = 1.00, Loss = 0.041
[2019-05-04 13:42] Train Step 8490/10000, Batch Size = 128, Examples/Sec = 21903.26, Accuracy = 0.99, Loss = 0.077
[2019-05-04 13:42] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 21725.11, Accuracy = 0.98, Loss = 0.071
[2019-05-04 13:42] Train Step 8510/10000, Batch Size = 128, Examples/Sec = 21345.06, Accuracy = 0.95, Loss = 0.130
[2019-05-04 13:42] Train Step 8520/10000, Batch Size = 128, Examples/Sec = 20467.82, Accuracy = 0.99, Loss = 0.066
[2019-05-04 13:42] Train Step 8530/10000, Batch Size = 128, Examples/Sec = 21281.60, Accuracy = 0.99, Loss = 0.061
[2019-05-04 13:42] Train Step 8540/10000, Batch Size = 128, Examples/Sec = 19214.45, Accuracy = 0.98, Loss = 0.067
[2019-05-04 13:42] Train Step 8550/10000, Batch Size = 128, Examples/Sec = 21966.89, Accuracy = 1.00, Loss = 0.050
[2019-05-04 13:42] Train Step 8560/10000, Batch Size = 128, Examples/Sec = 23208.01, Accuracy = 0.99, Loss = 0.116
[2019-05-04 13:42] Train Step 8570/10000, Batch Size = 128, Examples/Sec = 21066.98, Accuracy = 0.99, Loss = 0.067
[2019-05-04 13:42] Train Step 8580/10000, Batch Size = 128, Examples/Sec = 21713.69, Accuracy = 1.00, Loss = 0.062
[2019-05-04 13:42] Train Step 8590/10000, Batch Size = 128, Examples/Sec = 18627.77, Accuracy = 1.00, Loss = 0.056
[2019-05-04 13:42] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 21829.35, Accuracy = 1.00, Loss = 0.051
[2019-05-04 13:42] Train Step 8610/10000, Batch Size = 128, Examples/Sec = 21905.05, Accuracy = 0.98, Loss = 0.107
[2019-05-04 13:42] Train Step 8620/10000, Batch Size = 128, Examples/Sec = 21186.70, Accuracy = 0.91, Loss = 0.226
[2019-05-04 13:42] Train Step 8630/10000, Batch Size = 128, Examples/Sec = 21396.10, Accuracy = 0.96, Loss = 0.091
[2019-05-04 13:42] Train Step 8640/10000, Batch Size = 128, Examples/Sec = 18703.70, Accuracy = 0.91, Loss = 0.204
[2019-05-04 13:42] Train Step 8650/10000, Batch Size = 128, Examples/Sec = 21356.95, Accuracy = 0.98, Loss = 0.080
[2019-05-04 13:42] Train Step 8660/10000, Batch Size = 128, Examples/Sec = 23033.76, Accuracy = 0.95, Loss = 0.152
[2019-05-04 13:42] Train Step 8670/10000, Batch Size = 128, Examples/Sec = 20848.55, Accuracy = 0.99, Loss = 0.075
[2019-05-04 13:42] Train Step 8680/10000, Batch Size = 128, Examples/Sec = 19962.48, Accuracy = 1.00, Loss = 0.049
[2019-05-04 13:42] Train Step 8690/10000, Batch Size = 128, Examples/Sec = 22286.97, Accuracy = 1.00, Loss = 0.038
[2019-05-04 13:42] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 22643.23, Accuracy = 0.92, Loss = 0.206
[2019-05-04 13:42] Train Step 8710/10000, Batch Size = 128, Examples/Sec = 21217.68, Accuracy = 0.98, Loss = 0.106
[2019-05-04 13:42] Train Step 8720/10000, Batch Size = 128, Examples/Sec = 21056.24, Accuracy = 1.00, Loss = 0.037
[2019-05-04 13:42] Train Step 8730/10000, Batch Size = 128, Examples/Sec = 21763.86, Accuracy = 1.00, Loss = 0.042
[2019-05-04 13:42] Train Step 8740/10000, Batch Size = 128, Examples/Sec = 19684.35, Accuracy = 0.98, Loss = 0.068
[2019-05-04 13:42] Train Step 8750/10000, Batch Size = 128, Examples/Sec = 20649.68, Accuracy = 1.00, Loss = 0.056
[2019-05-04 13:42] Train Step 8760/10000, Batch Size = 128, Examples/Sec = 22547.18, Accuracy = 0.98, Loss = 0.088
[2019-05-04 13:42] Train Step 8770/10000, Batch Size = 128, Examples/Sec = 24313.70, Accuracy = 0.99, Loss = 0.078
[2019-05-04 13:42] Train Step 8780/10000, Batch Size = 128, Examples/Sec = 21250.43, Accuracy = 0.94, Loss = 0.222
[2019-05-04 13:42] Train Step 8790/10000, Batch Size = 128, Examples/Sec = 19984.03, Accuracy = 0.98, Loss = 0.098
[2019-05-04 13:42] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 19695.90, Accuracy = 0.98, Loss = 0.108
[2019-05-04 13:42] Train Step 8810/10000, Batch Size = 128, Examples/Sec = 24537.06, Accuracy = 0.94, Loss = 0.180
[2019-05-04 13:42] Train Step 8820/10000, Batch Size = 128, Examples/Sec = 22524.48, Accuracy = 0.99, Loss = 0.055
[2019-05-04 13:42] Train Step 8830/10000, Batch Size = 128, Examples/Sec = 21856.01, Accuracy = 0.99, Loss = 0.041
[2019-05-04 13:42] Train Step 8840/10000, Batch Size = 128, Examples/Sec = 23843.97, Accuracy = 0.99, Loss = 0.060
[2019-05-04 13:42] Train Step 8850/10000, Batch Size = 128, Examples/Sec = 21261.37, Accuracy = 1.00, Loss = 0.043
[2019-05-04 13:42] Train Step 8860/10000, Batch Size = 128, Examples/Sec = 18771.05, Accuracy = 0.93, Loss = 0.165
[2019-05-04 13:42] Train Step 8870/10000, Batch Size = 128, Examples/Sec = 20146.01, Accuracy = 0.99, Loss = 0.086
[2019-05-04 13:42] Train Step 8880/10000, Batch Size = 128, Examples/Sec = 23350.34, Accuracy = 0.91, Loss = 0.241
[2019-05-04 13:42] Train Step 8890/10000, Batch Size = 128, Examples/Sec = 21620.12, Accuracy = 0.96, Loss = 0.083
[2019-05-04 13:42] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 21307.78, Accuracy = 0.99, Loss = 0.051
[2019-05-04 13:42] Train Step 8910/10000, Batch Size = 128, Examples/Sec = 18658.84, Accuracy = 0.99, Loss = 0.050
[2019-05-04 13:42] Train Step 8920/10000, Batch Size = 128, Examples/Sec = 21281.60, Accuracy = 0.99, Loss = 0.062
[2019-05-04 13:42] Train Step 8930/10000, Batch Size = 128, Examples/Sec = 21828.46, Accuracy = 1.00, Loss = 0.035
[2019-05-04 13:42] Train Step 8940/10000, Batch Size = 128, Examples/Sec = 21724.23, Accuracy = 0.92, Loss = 0.183
[2019-05-04 13:42] Train Step 8950/10000, Batch Size = 128, Examples/Sec = 18315.11, Accuracy = 0.86, Loss = 0.293
[2019-05-04 13:42] Train Step 8960/10000, Batch Size = 128, Examples/Sec = 22909.91, Accuracy = 1.00, Loss = 0.053
[2019-05-04 13:42] Train Step 8970/10000, Batch Size = 128, Examples/Sec = 22569.93, Accuracy = 0.98, Loss = 0.091
[2019-05-04 13:42] Train Step 8980/10000, Batch Size = 128, Examples/Sec = 22550.02, Accuracy = 1.00, Loss = 0.050
[2019-05-04 13:42] Train Step 8990/10000, Batch Size = 128, Examples/Sec = 21732.15, Accuracy = 1.00, Loss = 0.045
[2019-05-04 13:42] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 23674.69, Accuracy = 1.00, Loss = 0.049
[2019-05-04 13:42] Train Step 9010/10000, Batch Size = 128, Examples/Sec = 20991.20, Accuracy = 1.00, Loss = 0.040
[2019-05-04 13:42] Train Step 9020/10000, Batch Size = 128, Examples/Sec = 22629.86, Accuracy = 1.00, Loss = 0.037
[2019-05-04 13:42] Train Step 9030/10000, Batch Size = 128, Examples/Sec = 21863.13, Accuracy = 1.00, Loss = 0.041
[2019-05-04 13:42] Train Step 9040/10000, Batch Size = 128, Examples/Sec = 21504.94, Accuracy = 0.98, Loss = 0.098
[2019-05-04 13:42] Train Step 9050/10000, Batch Size = 128, Examples/Sec = 19223.39, Accuracy = 0.94, Loss = 0.176
[2019-05-04 13:42] Train Step 9060/10000, Batch Size = 128, Examples/Sec = 22534.88, Accuracy = 0.95, Loss = 0.099
[2019-05-04 13:42] Train Step 9070/10000, Batch Size = 128, Examples/Sec = 24114.94, Accuracy = 0.98, Loss = 0.118
[2019-05-04 13:42] Train Step 9080/10000, Batch Size = 128, Examples/Sec = 21849.78, Accuracy = 1.00, Loss = 0.039
[2019-05-04 13:42] Train Step 9090/10000, Batch Size = 128, Examples/Sec = 18969.36, Accuracy = 0.98, Loss = 0.060
[2019-05-04 13:42] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 21575.81, Accuracy = 1.00, Loss = 0.043
[2019-05-04 13:42] Train Step 9110/10000, Batch Size = 128, Examples/Sec = 22532.99, Accuracy = 1.00, Loss = 0.037
[2019-05-04 13:42] Train Step 9120/10000, Batch Size = 128, Examples/Sec = 20991.20, Accuracy = 1.00, Loss = 0.035
[2019-05-04 13:42] Train Step 9130/10000, Batch Size = 128, Examples/Sec = 19058.25, Accuracy = 1.00, Loss = 0.037
[2019-05-04 13:42] Train Step 9140/10000, Batch Size = 128, Examples/Sec = 21038.09, Accuracy = 0.95, Loss = 0.140
[2019-05-04 13:42] Train Step 9150/10000, Batch Size = 128, Examples/Sec = 21449.95, Accuracy = 0.89, Loss = 0.192
[2019-05-04 13:42] Train Step 9160/10000, Batch Size = 128, Examples/Sec = 23417.56, Accuracy = 0.99, Loss = 0.048
[2019-05-04 13:42] Train Step 9170/10000, Batch Size = 128, Examples/Sec = 21930.11, Accuracy = 0.99, Loss = 0.083
[2019-05-04 13:42] Train Step 9180/10000, Batch Size = 128, Examples/Sec = 21970.49, Accuracy = 1.00, Loss = 0.046
[2019-05-04 13:42] Train Step 9190/10000, Batch Size = 128, Examples/Sec = 19648.33, Accuracy = 0.92, Loss = 0.220
[2019-05-04 13:42] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 19199.33, Accuracy = 0.91, Loss = 0.200
[2019-05-04 13:42] Train Step 9210/10000, Batch Size = 128, Examples/Sec = 22006.51, Accuracy = 0.96, Loss = 0.113
[2019-05-04 13:42] Train Step 9220/10000, Batch Size = 128, Examples/Sec = 19989.24, Accuracy = 0.98, Loss = 0.110
[2019-05-04 13:42] Train Step 9230/10000, Batch Size = 128, Examples/Sec = 21941.76, Accuracy = 1.00, Loss = 0.048
[2019-05-04 13:42] Train Step 9240/10000, Batch Size = 128, Examples/Sec = 21882.73, Accuracy = 0.98, Loss = 0.052
[2019-05-04 13:42] Train Step 9250/10000, Batch Size = 128, Examples/Sec = 21234.46, Accuracy = 0.99, Loss = 0.050
[2019-05-04 13:42] Train Step 9260/10000, Batch Size = 128, Examples/Sec = 21713.69, Accuracy = 1.00, Loss = 0.036
[2019-05-04 13:42] Train Step 9270/10000, Batch Size = 128, Examples/Sec = 20282.24, Accuracy = 0.99, Loss = 0.051
[2019-05-04 13:42] Train Step 9280/10000, Batch Size = 128, Examples/Sec = 19343.21, Accuracy = 0.97, Loss = 0.075
[2019-05-04 13:42] Train Step 9290/10000, Batch Size = 128, Examples/Sec = 21036.44, Accuracy = 0.97, Loss = 0.131
[2019-05-04 13:42] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 18697.18, Accuracy = 0.99, Loss = 0.080
[2019-05-04 13:42] Train Step 9310/10000, Batch Size = 128, Examples/Sec = 21889.87, Accuracy = 1.00, Loss = 0.041
[2019-05-04 13:42] Train Step 9320/10000, Batch Size = 128, Examples/Sec = 21908.63, Accuracy = 0.99, Loss = 0.076
[2019-05-04 13:42] Train Step 9330/10000, Batch Size = 128, Examples/Sec = 22508.42, Accuracy = 0.98, Loss = 0.078
[2019-05-04 13:42] Train Step 9340/10000, Batch Size = 128, Examples/Sec = 23468.74, Accuracy = 1.00, Loss = 0.038
[2019-05-04 13:42] Train Step 9350/10000, Batch Size = 128, Examples/Sec = 21649.77, Accuracy = 1.00, Loss = 0.041
[2019-05-04 13:42] Train Step 9360/10000, Batch Size = 128, Examples/Sec = 19740.80, Accuracy = 0.99, Loss = 0.043
[2019-05-04 13:42] Train Step 9370/10000, Batch Size = 128, Examples/Sec = 20132.41, Accuracy = 0.98, Loss = 0.066
[2019-05-04 13:42] Train Step 9380/10000, Batch Size = 128, Examples/Sec = 22020.05, Accuracy = 1.00, Loss = 0.026
[2019-05-04 13:42] Train Step 9390/10000, Batch Size = 128, Examples/Sec = 21175.00, Accuracy = 0.94, Loss = 0.137
[2019-05-04 13:42] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 21703.15, Accuracy = 1.00, Loss = 0.042
[2019-05-04 13:42] Train Step 9410/10000, Batch Size = 128, Examples/Sec = 21920.26, Accuracy = 0.99, Loss = 0.062
[2019-05-04 13:42] Train Step 9420/10000, Batch Size = 128, Examples/Sec = 21872.03, Accuracy = 0.99, Loss = 0.068
[2019-05-04 13:42] Train Step 9430/10000, Batch Size = 128, Examples/Sec = 21389.28, Accuracy = 0.94, Loss = 0.186
[2019-05-04 13:42] Train Step 9440/10000, Batch Size = 128, Examples/Sec = 20032.50, Accuracy = 1.00, Loss = 0.051
[2019-05-04 13:42] Train Step 9450/10000, Batch Size = 128, Examples/Sec = 22145.40, Accuracy = 0.99, Loss = 0.042
[2019-05-04 13:42] Train Step 9460/10000, Batch Size = 128, Examples/Sec = 20833.98, Accuracy = 0.99, Loss = 0.041
[2019-05-04 13:42] Train Step 9470/10000, Batch Size = 128, Examples/Sec = 20084.96, Accuracy = 1.00, Loss = 0.034
[2019-05-04 13:42] Train Step 9480/10000, Batch Size = 128, Examples/Sec = 22232.52, Accuracy = 1.00, Loss = 0.038
[2019-05-04 13:42] Train Step 9490/10000, Batch Size = 128, Examples/Sec = 19257.87, Accuracy = 0.87, Loss = 0.268
[2019-05-04 13:42] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 19774.98, Accuracy = 1.00, Loss = 0.037
[2019-05-04 13:42] Train Step 9510/10000, Batch Size = 128, Examples/Sec = 22657.56, Accuracy = 0.96, Loss = 0.109
[2019-05-04 13:42] Train Step 9520/10000, Batch Size = 128, Examples/Sec = 23055.52, Accuracy = 0.99, Loss = 0.055
[2019-05-04 13:42] Train Step 9530/10000, Batch Size = 128, Examples/Sec = 21605.33, Accuracy = 1.00, Loss = 0.033
[2019-05-04 13:42] Train Step 9540/10000, Batch Size = 128, Examples/Sec = 20294.51, Accuracy = 1.00, Loss = 0.030
[2019-05-04 13:42] Train Step 9550/10000, Batch Size = 128, Examples/Sec = 22108.92, Accuracy = 1.00, Loss = 0.035
[2019-05-04 13:42] Train Step 9560/10000, Batch Size = 128, Examples/Sec = 20316.78, Accuracy = 0.98, Loss = 0.050
[2019-05-04 13:42] Train Step 9570/10000, Batch Size = 128, Examples/Sec = 21242.02, Accuracy = 0.91, Loss = 0.209
[2019-05-04 13:42] Train Step 9580/10000, Batch Size = 128, Examples/Sec = 21306.09, Accuracy = 0.99, Loss = 0.047
[2019-05-04 13:42] Train Step 9590/10000, Batch Size = 128, Examples/Sec = 21339.12, Accuracy = 0.98, Loss = 0.054
[2019-05-04 13:42] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 21786.82, Accuracy = 1.00, Loss = 0.027
[2019-05-04 13:42] Train Step 9610/10000, Batch Size = 128, Examples/Sec = 19548.88, Accuracy = 0.96, Loss = 0.105
[2019-05-04 13:42] Train Step 9620/10000, Batch Size = 128, Examples/Sec = 21366.30, Accuracy = 0.93, Loss = 0.208
[2019-05-04 13:42] Train Step 9630/10000, Batch Size = 128, Examples/Sec = 21193.39, Accuracy = 0.94, Loss = 0.157
[2019-05-04 13:42] Train Step 9640/10000, Batch Size = 128, Examples/Sec = 21819.59, Accuracy = 1.00, Loss = 0.046
[2019-05-04 13:42] Train Step 9650/10000, Batch Size = 128, Examples/Sec = 24448.79, Accuracy = 0.99, Loss = 0.110
[2019-05-04 13:42] Train Step 9660/10000, Batch Size = 128, Examples/Sec = 19173.96, Accuracy = 0.98, Loss = 0.044
[2019-05-04 13:42] Train Step 9670/10000, Batch Size = 128, Examples/Sec = 22344.48, Accuracy = 0.99, Loss = 0.050
[2019-05-04 13:42] Train Step 9680/10000, Batch Size = 128, Examples/Sec = 19380.92, Accuracy = 1.00, Loss = 0.018
[2019-05-04 13:42] Train Step 9690/10000, Batch Size = 128, Examples/Sec = 20539.08, Accuracy = 1.00, Loss = 0.020
train.py:109: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  x = torch.tensor(batch_inputs, device=device)
train.py:110: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(batch_targets,device=device)
train.py:132: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-05-04 13:42] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 21883.62, Accuracy = 1.00, Loss = 0.025
[2019-05-04 13:42] Train Step 9710/10000, Batch Size = 128, Examples/Sec = 19649.77, Accuracy = 0.98, Loss = 0.057
[2019-05-04 13:42] Train Step 9720/10000, Batch Size = 128, Examples/Sec = 19262.02, Accuracy = 1.00, Loss = 0.024
[2019-05-04 13:42] Train Step 9730/10000, Batch Size = 128, Examples/Sec = 22335.19, Accuracy = 0.99, Loss = 0.038
[2019-05-04 13:42] Train Step 9740/10000, Batch Size = 128, Examples/Sec = 20738.22, Accuracy = 0.91, Loss = 0.196
[2019-05-04 13:42] Train Step 9750/10000, Batch Size = 128, Examples/Sec = 22548.13, Accuracy = 0.88, Loss = 0.290
