/var/spool/slurm-llnl/slurmd/job2259374/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 12:53] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 428.15, Accuracy = 0.08, Loss = 17.013
[2019-05-04 12:57] Train Step 3940/10000, Batch Size = 128, Examples/Sec = 11392.24, Accuracy = 0.09, Loss = 2.337
[2019-05-04 12:57] Train Step 3950/10000, Batch Size = 128, Examples/Sec = 10716.84, Accuracy = 0.11, Loss = 2.452
[2019-05-04 12:57] Train Step 3960/10000, Batch Size = 128, Examples/Sec = 11308.50, Accuracy = 0.14, Loss = 2.465
[2019-05-04 12:57] Train Step 3970/10000, Batch Size = 128, Examples/Sec = 10446.59, Accuracy = 0.05, Loss = 2.574
[2019-05-04 12:57] Train Step 3980/10000, Batch Size = 128, Examples/Sec = 11581.98, Accuracy = 0.04, Loss = 2.470
[2019-05-04 12:57] Train Step 3990/10000, Batch Size = 128, Examples/Sec = 12244.75, Accuracy = 0.07, Loss = 2.552
[2019-05-04 12:57] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 11413.07, Accuracy = 0.05, Loss = 2.483
[2019-05-04 12:57] Train Step 4010/10000, Batch Size = 128, Examples/Sec = 11191.34, Accuracy = 0.10, Loss = 2.349
[2019-05-04 12:57] Train Step 4020/10000, Batch Size = 128, Examples/Sec = 11160.17, Accuracy = 0.11, Loss = 2.420
[2019-05-04 12:57] Train Step 4030/10000, Batch Size = 128, Examples/Sec = 11154.83, Accuracy = 0.15, Loss = 2.450
[2019-05-04 12:57] Train Step 4040/10000, Batch Size = 128, Examples/Sec = 10321.86, Accuracy = 0.12, Loss = 2.497
[2019-05-04 12:57] Train Step 4050/10000, Batch Size = 128, Examples/Sec = 9837.85, Accuracy = 0.11, Loss = 2.449
[2019-05-04 12:57] Train Step 4060/10000, Batch Size = 128, Examples/Sec = 10217.55, Accuracy = 0.16, Loss = 2.413
[2019-05-04 12:57] Train Step 4070/10000, Batch Size = 128, Examples/Sec = 10549.01, Accuracy = 0.07, Loss = 2.475
[2019-05-04 12:57] Train Step 4080/10000, Batch Size = 128, Examples/Sec = 9634.29, Accuracy = 0.12, Loss = 2.472
[2019-05-04 12:57] Train Step 4090/10000, Batch Size = 128, Examples/Sec = 10484.33, Accuracy = 0.08, Loss = 2.459
[2019-05-04 12:57] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 11162.72, Accuracy = 0.07, Loss = 2.488
[2019-05-04 12:57] Train Step 4110/10000, Batch Size = 128, Examples/Sec = 11232.55, Accuracy = 0.02, Loss = 2.503
[2019-05-04 12:57] Train Step 4120/10000, Batch Size = 128, Examples/Sec = 11611.28, Accuracy = 0.10, Loss = 2.444
[2019-05-04 12:57] Train Step 4130/10000, Batch Size = 128, Examples/Sec = 11713.38, Accuracy = 0.07, Loss = 2.472
[2019-05-04 12:57] Train Step 4140/10000, Batch Size = 128, Examples/Sec = 11218.23, Accuracy = 0.11, Loss = 2.464
[2019-05-04 12:57] Train Step 4150/10000, Batch Size = 128, Examples/Sec = 11392.97, Accuracy = 0.16, Loss = 2.361
[2019-05-04 12:57] Train Step 4160/10000, Batch Size = 128, Examples/Sec = 10537.62, Accuracy = 0.09, Loss = 2.420
[2019-05-04 12:57] Train Step 4170/10000, Batch Size = 128, Examples/Sec = 10140.16, Accuracy = 0.13, Loss = 2.424
[2019-05-04 12:57] Train Step 4180/10000, Batch Size = 128, Examples/Sec = 11476.26, Accuracy = 0.10, Loss = 2.395
[2019-05-04 12:57] Train Step 4190/10000, Batch Size = 128, Examples/Sec = 9629.80, Accuracy = 0.10, Loss = 2.478
[2019-05-04 12:57] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 11201.85, Accuracy = 0.10, Loss = 2.415
[2019-05-04 12:57] Train Step 4210/10000, Batch Size = 128, Examples/Sec = 10400.85, Accuracy = 0.08, Loss = 2.431
[2019-05-04 12:57] Train Step 4220/10000, Batch Size = 128, Examples/Sec = 10906.47, Accuracy = 0.15, Loss = 2.380
[2019-05-04 12:57] Train Step 4230/10000, Batch Size = 128, Examples/Sec = 10721.98, Accuracy = 0.13, Loss = 2.474
[2019-05-04 12:57] Train Step 4240/10000, Batch Size = 128, Examples/Sec = 10331.99, Accuracy = 0.12, Loss = 2.396
[2019-05-04 12:57] Train Step 4250/10000, Batch Size = 128, Examples/Sec = 11433.25, Accuracy = 0.16, Loss = 2.320
[2019-05-04 12:57] Train Step 4260/10000, Batch Size = 128, Examples/Sec = 11155.06, Accuracy = 0.12, Loss = 2.353
[2019-05-04 12:57] Train Step 4270/10000, Batch Size = 128, Examples/Sec = 10575.61, Accuracy = 0.10, Loss = 2.371
[2019-05-04 12:57] Train Step 4280/10000, Batch Size = 128, Examples/Sec = 11397.81, Accuracy = 0.15, Loss = 2.350
[2019-05-04 12:57] Train Step 4290/10000, Batch Size = 128, Examples/Sec = 11996.85, Accuracy = 0.12, Loss = 2.393
[2019-05-04 12:57] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 11365.23, Accuracy = 0.13, Loss = 2.340
[2019-05-04 12:57] Train Step 4310/10000, Batch Size = 128, Examples/Sec = 11188.77, Accuracy = 0.09, Loss = 2.395
[2019-05-04 12:57] Train Step 4320/10000, Batch Size = 128, Examples/Sec = 10065.07, Accuracy = 0.09, Loss = 2.408
[2019-05-04 12:57] Train Step 4330/10000, Batch Size = 128, Examples/Sec = 11142.33, Accuracy = 0.09, Loss = 2.403
[2019-05-04 12:57] Train Step 4340/10000, Batch Size = 128, Examples/Sec = 11492.97, Accuracy = 0.12, Loss = 2.410
[2019-05-04 12:57] Train Step 4350/10000, Batch Size = 128, Examples/Sec = 11348.42, Accuracy = 0.09, Loss = 2.380
[2019-05-04 12:57] Train Step 4360/10000, Batch Size = 128, Examples/Sec = 10617.02, Accuracy = 0.10, Loss = 2.394
[2019-05-04 12:57] Train Step 4370/10000, Batch Size = 128, Examples/Sec = 13480.75, Accuracy = 0.14, Loss = 2.313
[2019-05-04 12:57] Train Step 4380/10000, Batch Size = 128, Examples/Sec = 10524.61, Accuracy = 0.12, Loss = 2.363
[2019-05-04 12:57] Train Step 4390/10000, Batch Size = 128, Examples/Sec = 11146.49, Accuracy = 0.05, Loss = 2.439
[2019-05-04 12:57] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 9676.84, Accuracy = 0.11, Loss = 2.364
[2019-05-04 12:57] Train Step 4410/10000, Batch Size = 128, Examples/Sec = 9704.65, Accuracy = 0.09, Loss = 2.405
[2019-05-04 12:57] Train Step 4420/10000, Batch Size = 128, Examples/Sec = 11007.09, Accuracy = 0.11, Loss = 2.416
[2019-05-04 12:57] Train Step 4430/10000, Batch Size = 128, Examples/Sec = 8935.93, Accuracy = 0.09, Loss = 2.372
[2019-05-04 12:57] Train Step 4440/10000, Batch Size = 128, Examples/Sec = 11588.73, Accuracy = 0.12, Loss = 2.361
[2019-05-04 12:57] Train Step 4450/10000, Batch Size = 128, Examples/Sec = 11412.83, Accuracy = 0.09, Loss = 2.403
[2019-05-04 12:57] Train Step 4460/10000, Batch Size = 128, Examples/Sec = 11176.43, Accuracy = 0.09, Loss = 2.373
[2019-05-04 12:57] Train Step 4470/10000, Batch Size = 128, Examples/Sec = 10237.62, Accuracy = 0.08, Loss = 2.334
[2019-05-04 12:57] Train Step 4480/10000, Batch Size = 128, Examples/Sec = 11313.02, Accuracy = 0.13, Loss = 2.364
[2019-05-04 12:57] Train Step 4490/10000, Batch Size = 128, Examples/Sec = 9548.79, Accuracy = 0.12, Loss = 2.352
[2019-05-04 12:57] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 11799.10, Accuracy = 0.10, Loss = 2.363
[2019-05-04 12:57] Train Step 4510/10000, Batch Size = 128, Examples/Sec = 11212.61, Accuracy = 0.09, Loss = 2.402
[2019-05-04 12:57] Train Step 4520/10000, Batch Size = 128, Examples/Sec = 11331.41, Accuracy = 0.07, Loss = 2.415
[2019-05-04 12:57] Train Step 4530/10000, Batch Size = 128, Examples/Sec = 11140.48, Accuracy = 0.08, Loss = 2.385
[2019-05-04 12:57] Train Step 4540/10000, Batch Size = 128, Examples/Sec = 10825.32, Accuracy = 0.19, Loss = 2.261
[2019-05-04 12:57] Train Step 4550/10000, Batch Size = 128, Examples/Sec = 12425.27, Accuracy = 0.10, Loss = 2.411
[2019-05-04 12:57] Train Step 4560/10000, Batch Size = 128, Examples/Sec = 11528.50, Accuracy = 0.08, Loss = 2.403
[2019-05-04 12:57] Train Step 4570/10000, Batch Size = 128, Examples/Sec = 9661.51, Accuracy = 0.12, Loss = 2.371
[2019-05-04 12:57] Train Step 4580/10000, Batch Size = 128, Examples/Sec = 11428.62, Accuracy = 0.12, Loss = 2.340
[2019-05-04 12:57] Train Step 4590/10000, Batch Size = 128, Examples/Sec = 10583.33, Accuracy = 0.09, Loss = 2.351
[2019-05-04 12:57] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 11461.07, Accuracy = 0.16, Loss = 2.277
[2019-05-04 12:57] Train Step 4610/10000, Batch Size = 128, Examples/Sec = 11576.48, Accuracy = 0.09, Loss = 2.367
[2019-05-04 12:57] Train Step 4620/10000, Batch Size = 128, Examples/Sec = 9395.38, Accuracy = 0.14, Loss = 2.342
[2019-05-04 12:57] Train Step 4630/10000, Batch Size = 128, Examples/Sec = 11249.50, Accuracy = 0.08, Loss = 2.333
[2019-05-04 12:57] Train Step 4640/10000, Batch Size = 128, Examples/Sec = 10056.02, Accuracy = 0.15, Loss = 2.333
[2019-05-04 12:57] Train Step 4650/10000, Batch Size = 128, Examples/Sec = 11405.56, Accuracy = 0.04, Loss = 2.418
[2019-05-04 12:57] Train Step 4660/10000, Batch Size = 128, Examples/Sec = 11858.52, Accuracy = 0.09, Loss = 2.334
[2019-05-04 12:57] Train Step 4670/10000, Batch Size = 128, Examples/Sec = 11174.10, Accuracy = 0.11, Loss = 2.337
[2019-05-04 12:57] Train Step 4680/10000, Batch Size = 128, Examples/Sec = 9817.34, Accuracy = 0.14, Loss = 2.299
[2019-05-04 12:57] Train Step 4690/10000, Batch Size = 128, Examples/Sec = 11369.57, Accuracy = 0.10, Loss = 2.358
[2019-05-04 12:57] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 10783.36, Accuracy = 0.12, Loss = 2.265
[2019-05-04 12:57] Train Step 4710/10000, Batch Size = 128, Examples/Sec = 10074.52, Accuracy = 0.11, Loss = 2.315
[2019-05-04 12:57] Train Step 4720/10000, Batch Size = 128, Examples/Sec = 10167.05, Accuracy = 0.05, Loss = 2.411
[2019-05-04 12:57] Train Step 4730/10000, Batch Size = 128, Examples/Sec = 9841.99, Accuracy = 0.15, Loss = 2.308
[2019-05-04 12:57] Train Step 4740/10000, Batch Size = 128, Examples/Sec = 10588.13, Accuracy = 0.09, Loss = 2.424
[2019-05-04 12:57] Train Step 4750/10000, Batch Size = 128, Examples/Sec = 10933.57, Accuracy = 0.10, Loss = 2.350
[2019-05-04 12:57] Train Step 4760/10000, Batch Size = 128, Examples/Sec = 9724.69, Accuracy = 0.10, Loss = 2.356
[2019-05-04 12:57] Train Step 4770/10000, Batch Size = 128, Examples/Sec = 9626.35, Accuracy = 0.09, Loss = 2.297
[2019-05-04 12:57] Train Step 4780/10000, Batch Size = 128, Examples/Sec = 9668.82, Accuracy = 0.12, Loss = 2.327
[2019-05-04 12:57] Train Step 4790/10000, Batch Size = 128, Examples/Sec = 11548.84, Accuracy = 0.14, Loss = 2.346
[2019-05-04 12:57] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 9661.69, Accuracy = 0.16, Loss = 2.321
[2019-05-04 12:57] Train Step 4810/10000, Batch Size = 128, Examples/Sec = 11580.98, Accuracy = 0.12, Loss = 2.349
[2019-05-04 12:57] Train Step 4820/10000, Batch Size = 128, Examples/Sec = 11214.01, Accuracy = 0.09, Loss = 2.362
[2019-05-04 12:57] Train Step 4830/10000, Batch Size = 128, Examples/Sec = 11312.55, Accuracy = 0.08, Loss = 2.306
[2019-05-04 12:57] Train Step 4840/10000, Batch Size = 128, Examples/Sec = 11176.66, Accuracy = 0.16, Loss = 2.290
[2019-05-04 12:57] Train Step 4850/10000, Batch Size = 128, Examples/Sec = 10945.83, Accuracy = 0.10, Loss = 2.346
[2019-05-04 12:57] Train Step 4860/10000, Batch Size = 128, Examples/Sec = 9695.36, Accuracy = 0.09, Loss = 2.394
[2019-05-04 12:57] Train Step 4870/10000, Batch Size = 128, Examples/Sec = 10450.04, Accuracy = 0.12, Loss = 2.354
[2019-05-04 12:57] Train Step 4880/10000, Batch Size = 128, Examples/Sec = 11063.34, Accuracy = 0.12, Loss = 2.321
[2019-05-04 12:57] Train Step 4890/10000, Batch Size = 128, Examples/Sec = 10629.21, Accuracy = 0.11, Loss = 2.351
[2019-05-04 12:57] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 9544.03, Accuracy = 0.10, Loss = 2.339
[2019-05-04 12:57] Train Step 4910/10000, Batch Size = 128, Examples/Sec = 9956.44, Accuracy = 0.18, Loss = 2.343
[2019-05-04 12:57] Train Step 4920/10000, Batch Size = 128, Examples/Sec = 11686.35, Accuracy = 0.12, Loss = 2.326
[2019-05-04 12:57] Train Step 4930/10000, Batch Size = 128, Examples/Sec = 9658.73, Accuracy = 0.05, Loss = 2.359
[2019-05-04 12:57] Train Step 4940/10000, Batch Size = 128, Examples/Sec = 11026.76, Accuracy = 0.09, Loss = 2.348
[2019-05-04 12:57] Train Step 4950/10000, Batch Size = 128, Examples/Sec = 11177.59, Accuracy = 0.15, Loss = 2.310
[2019-05-04 12:57] Train Step 4960/10000, Batch Size = 128, Examples/Sec = 9669.52, Accuracy = 0.12, Loss = 2.337
[2019-05-04 12:57] Train Step 4970/10000, Batch Size = 128, Examples/Sec = 10202.02, Accuracy = 0.09, Loss = 2.340
[2019-05-04 12:57] Train Step 4980/10000, Batch Size = 128, Examples/Sec = 11421.81, Accuracy = 0.09, Loss = 2.358
[2019-05-04 12:57] Train Step 4990/10000, Batch Size = 128, Examples/Sec = 10409.52, Accuracy = 0.09, Loss = 2.334
[2019-05-04 12:57] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 11378.96, Accuracy = 0.09, Loss = 2.330
[2019-05-04 12:57] Train Step 5010/10000, Batch Size = 128, Examples/Sec = 11577.23, Accuracy = 0.09, Loss = 2.313
[2019-05-04 12:57] Train Step 5020/10000, Batch Size = 128, Examples/Sec = 11492.47, Accuracy = 0.11, Loss = 2.305
[2019-05-04 12:57] Train Step 5030/10000, Batch Size = 128, Examples/Sec = 11364.03, Accuracy = 0.11, Loss = 2.339
[2019-05-04 12:57] Train Step 5040/10000, Batch Size = 128, Examples/Sec = 10558.56, Accuracy = 0.08, Loss = 2.334
[2019-05-04 12:57] Train Step 5050/10000, Batch Size = 128, Examples/Sec = 9698.86, Accuracy = 0.12, Loss = 2.327
[2019-05-04 12:57] Train Step 5060/10000, Batch Size = 128, Examples/Sec = 12483.92, Accuracy = 0.16, Loss = 2.267
[2019-05-04 12:57] Train Step 5070/10000, Batch Size = 128, Examples/Sec = 11516.14, Accuracy = 0.08, Loss = 2.379
[2019-05-04 12:57] Train Step 5080/10000, Batch Size = 128, Examples/Sec = 11172.71, Accuracy = 0.07, Loss = 2.339
[2019-05-04 12:57] Train Step 5090/10000, Batch Size = 128, Examples/Sec = 7071.72, Accuracy = 0.07, Loss = 2.308
[2019-05-04 12:57] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 12495.83, Accuracy = 0.10, Loss = 2.311
[2019-05-04 12:57] Train Step 5110/10000, Batch Size = 128, Examples/Sec = 11633.42, Accuracy = 0.11, Loss = 2.286
[2019-05-04 12:57] Train Step 5120/10000, Batch Size = 128, Examples/Sec = 10488.01, Accuracy = 0.18, Loss = 2.287
[2019-05-04 12:57] Train Step 5130/10000, Batch Size = 128, Examples/Sec = 10460.02, Accuracy = 0.12, Loss = 2.290
[2019-05-04 12:57] Train Step 5140/10000, Batch Size = 128, Examples/Sec = 9856.45, Accuracy = 0.11, Loss = 2.317
[2019-05-04 12:57] Train Step 5150/10000, Batch Size = 128, Examples/Sec = 11241.49, Accuracy = 0.12, Loss = 2.291
[2019-05-04 12:57] Train Step 5160/10000, Batch Size = 128, Examples/Sec = 11135.86, Accuracy = 0.10, Loss = 2.330
[2019-05-04 12:57] Train Step 5170/10000, Batch Size = 128, Examples/Sec = 10513.48, Accuracy = 0.12, Loss = 2.344
[2019-05-04 12:57] Train Step 5180/10000, Batch Size = 128, Examples/Sec = 11241.49, Accuracy = 0.12, Loss = 2.339
[2019-05-04 12:57] Train Step 5190/10000, Batch Size = 128, Examples/Sec = 9479.82, Accuracy = 0.15, Loss = 2.291
[2019-05-04 12:57] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 10162.81, Accuracy = 0.08, Loss = 2.355
[2019-05-04 12:57] Train Step 5210/10000, Batch Size = 128, Examples/Sec = 10496.01, Accuracy = 0.08, Loss = 2.325
[2019-05-04 12:57] Train Step 5220/10000, Batch Size = 128, Examples/Sec = 11560.53, Accuracy = 0.12, Loss = 2.323
[2019-05-04 12:57] Train Step 5230/10000, Batch Size = 128, Examples/Sec = 10284.10, Accuracy = 0.12, Loss = 2.319
[2019-05-04 12:57] Train Step 5240/10000, Batch Size = 128, Examples/Sec = 10574.57, Accuracy = 0.09, Loss = 2.304
[2019-05-04 12:57] Train Step 5250/10000, Batch Size = 128, Examples/Sec = 11528.26, Accuracy = 0.14, Loss = 2.303
[2019-05-04 12:57] Train Step 5260/10000, Batch Size = 128, Examples/Sec = 10601.51, Accuracy = 0.17, Loss = 2.287
[2019-05-04 12:57] Train Step 5270/10000, Batch Size = 128, Examples/Sec = 10068.47, Accuracy = 0.11, Loss = 2.326
[2019-05-04 12:57] Train Step 5280/10000, Batch Size = 128, Examples/Sec = 9747.47, Accuracy = 0.12, Loss = 2.298
[2019-05-04 12:57] Train Step 5290/10000, Batch Size = 128, Examples/Sec = 10658.33, Accuracy = 0.11, Loss = 2.335
[2019-05-04 12:57] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 10236.25, Accuracy = 0.08, Loss = 2.351
[2019-05-04 12:57] Train Step 5310/10000, Batch Size = 128, Examples/Sec = 10014.01, Accuracy = 0.06, Loss = 2.339
[2019-05-04 12:57] Train Step 5320/10000, Batch Size = 128, Examples/Sec = 11880.57, Accuracy = 0.09, Loss = 2.309
[2019-05-04 12:57] Train Step 5330/10000, Batch Size = 128, Examples/Sec = 10135.57, Accuracy = 0.14, Loss = 2.294
[2019-05-04 12:57] Train Step 5340/10000, Batch Size = 128, Examples/Sec = 11424.00, Accuracy = 0.13, Loss = 2.304
[2019-05-04 12:57] Train Step 5350/10000, Batch Size = 128, Examples/Sec = 10809.41, Accuracy = 0.12, Loss = 2.296
[2019-05-04 12:57] Train Step 5360/10000, Batch Size = 128, Examples/Sec = 9776.04, Accuracy = 0.09, Loss = 2.345
[2019-05-04 12:57] Train Step 5370/10000, Batch Size = 128, Examples/Sec = 11148.35, Accuracy = 0.10, Loss = 2.353
[2019-05-04 12:57] Train Step 5380/10000, Batch Size = 128, Examples/Sec = 11485.84, Accuracy = 0.09, Loss = 2.331
[2019-05-04 12:57] Train Step 5390/10000, Batch Size = 128, Examples/Sec = 11388.62, Accuracy = 0.09, Loss = 2.318
[2019-05-04 12:57] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 10629.21, Accuracy = 0.09, Loss = 2.314
[2019-05-04 12:57] Train Step 5410/10000, Batch Size = 128, Examples/Sec = 9913.05, Accuracy = 0.08, Loss = 2.306
[2019-05-04 12:57] Train Step 5420/10000, Batch Size = 128, Examples/Sec = 9650.74, Accuracy = 0.06, Loss = 2.314
[2019-05-04 12:57] Train Step 5430/10000, Batch Size = 128, Examples/Sec = 9637.23, Accuracy = 0.09, Loss = 2.317
[2019-05-04 12:57] Train Step 5440/10000, Batch Size = 128, Examples/Sec = 9968.64, Accuracy = 0.08, Loss = 2.344
[2019-05-04 12:57] Train Step 5450/10000, Batch Size = 128, Examples/Sec = 9682.25, Accuracy = 0.13, Loss = 2.298
[2019-05-04 12:57] Train Step 5460/10000, Batch Size = 128, Examples/Sec = 12301.42, Accuracy = 0.07, Loss = 2.336
[2019-05-04 12:57] Train Step 5470/10000, Batch Size = 128, Examples/Sec = 11191.57, Accuracy = 0.11, Loss = 2.322
[2019-05-04 12:57] Train Step 5480/10000, Batch Size = 128, Examples/Sec = 10054.70, Accuracy = 0.12, Loss = 2.296
[2019-05-04 12:57] Train Step 5490/10000, Batch Size = 128, Examples/Sec = 11598.99, Accuracy = 0.08, Loss = 2.369
[2019-05-04 12:57] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 9597.26, Accuracy = 0.09, Loss = 2.322
[2019-05-04 12:57] Train Step 5510/10000, Batch Size = 128, Examples/Sec = 10106.19, Accuracy = 0.09, Loss = 2.304
[2019-05-04 12:57] Train Step 5520/10000, Batch Size = 128, Examples/Sec = 11464.74, Accuracy = 0.10, Loss = 2.312
[2019-05-04 12:57] Train Step 5530/10000, Batch Size = 128, Examples/Sec = 10387.57, Accuracy = 0.10, Loss = 2.294
[2019-05-04 12:57] Train Step 5540/10000, Batch Size = 128, Examples/Sec = 9633.95, Accuracy = 0.10, Loss = 2.321
[2019-05-04 12:57] Train Step 5550/10000, Batch Size = 128, Examples/Sec = 11621.34, Accuracy = 0.20, Loss = 2.283
[2019-05-04 12:57] Train Step 5560/10000, Batch Size = 128, Examples/Sec = 10143.80, Accuracy = 0.09, Loss = 2.292
[2019-05-04 12:57] Train Step 5570/10000, Batch Size = 128, Examples/Sec = 9708.33, Accuracy = 0.10, Loss = 2.310
[2019-05-04 12:57] Train Step 5580/10000, Batch Size = 128, Examples/Sec = 11278.56, Accuracy = 0.11, Loss = 2.312
[2019-05-04 12:57] Train Step 5590/10000, Batch Size = 128, Examples/Sec = 11395.15, Accuracy = 0.14, Loss = 2.303
[2019-05-04 12:57] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 10229.62, Accuracy = 0.12, Loss = 2.300
[2019-05-04 12:57] Train Step 5610/10000, Batch Size = 128, Examples/Sec = 9684.69, Accuracy = 0.13, Loss = 2.305
[2019-05-04 12:57] Train Step 5620/10000, Batch Size = 128, Examples/Sec = 10710.64, Accuracy = 0.12, Loss = 2.309
[2019-05-04 12:57] Train Step 5630/10000, Batch Size = 128, Examples/Sec = 9767.68, Accuracy = 0.13, Loss = 2.276
[2019-05-04 12:57] Train Step 5640/10000, Batch Size = 128, Examples/Sec = 10287.25, Accuracy = 0.12, Loss = 2.310
[2019-05-04 12:57] Train Step 5650/10000, Batch Size = 128, Examples/Sec = 11099.25, Accuracy = 0.10, Loss = 2.300
[2019-05-04 12:57] Train Step 5660/10000, Batch Size = 128, Examples/Sec = 11754.41, Accuracy = 0.14, Loss = 2.285
[2019-05-04 12:57] Train Step 5670/10000, Batch Size = 128, Examples/Sec = 9760.05, Accuracy = 0.11, Loss = 2.306
[2019-05-04 12:57] Train Step 5680/10000, Batch Size = 128, Examples/Sec = 11145.80, Accuracy = 0.12, Loss = 2.323
[2019-05-04 12:57] Train Step 5690/10000, Batch Size = 128, Examples/Sec = 9468.46, Accuracy = 0.08, Loss = 2.326
[2019-05-04 12:57] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 11343.86, Accuracy = 0.07, Loss = 2.316
[2019-05-04 12:57] Train Step 5710/10000, Batch Size = 128, Examples/Sec = 11364.03, Accuracy = 0.12, Loss = 2.322
[2019-05-04 12:57] Train Step 5720/10000, Batch Size = 128, Examples/Sec = 10429.54, Accuracy = 0.15, Loss = 2.292
[2019-05-04 12:58] Train Step 5730/10000, Batch Size = 128, Examples/Sec = 11632.16, Accuracy = 0.12, Loss = 2.306
[2019-05-04 12:58] Train Step 5740/10000, Batch Size = 128, Examples/Sec = 11175.50, Accuracy = 0.09, Loss = 2.348
[2019-05-04 12:58] Train Step 5750/10000, Batch Size = 128, Examples/Sec = 11755.18, Accuracy = 0.11, Loss = 2.283
[2019-05-04 12:58] Train Step 5760/10000, Batch Size = 128, Examples/Sec = 9688.19, Accuracy = 0.10, Loss = 2.305
[2019-05-04 12:58] Train Step 5770/10000, Batch Size = 128, Examples/Sec = 10613.03, Accuracy = 0.13, Loss = 2.302
[2019-05-04 12:58] Train Step 5780/10000, Batch Size = 128, Examples/Sec = 9624.45, Accuracy = 0.09, Loss = 2.323
[2019-05-04 12:58] Train Step 5790/10000, Batch Size = 128, Examples/Sec = 11297.79, Accuracy = 0.12, Loss = 2.295
[2019-05-04 12:58] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 9949.42, Accuracy = 0.09, Loss = 2.326
[2019-05-04 12:58] Train Step 5810/10000, Batch Size = 128, Examples/Sec = 10565.41, Accuracy = 0.09, Loss = 2.306
[2019-05-04 12:58] Train Step 5820/10000, Batch Size = 128, Examples/Sec = 9834.06, Accuracy = 0.11, Loss = 2.311
[2019-05-04 12:58] Train Step 5830/10000, Batch Size = 128, Examples/Sec = 11787.44, Accuracy = 0.11, Loss = 2.267
[2019-05-04 12:58] Train Step 5840/10000, Batch Size = 128, Examples/Sec = 9987.37, Accuracy = 0.13, Loss = 2.310
[2019-05-04 12:58] Train Step 5850/10000, Batch Size = 128, Examples/Sec = 11777.36, Accuracy = 0.10, Loss = 2.301
[2019-05-04 12:58] Train Step 5860/10000, Batch Size = 128, Examples/Sec = 10411.54, Accuracy = 0.09, Loss = 2.326
[2019-05-04 12:58] Train Step 5870/10000, Batch Size = 128, Examples/Sec = 11471.36, Accuracy = 0.08, Loss = 2.307
[2019-05-04 12:58] Train Step 5880/10000, Batch Size = 128, Examples/Sec = 11000.33, Accuracy = 0.09, Loss = 2.301
[2019-05-04 12:58] Train Step 5890/10000, Batch Size = 128, Examples/Sec = 11169.22, Accuracy = 0.07, Loss = 2.339
[2019-05-04 12:58] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 11574.98, Accuracy = 0.12, Loss = 2.308
[2019-05-04 12:58] Train Step 5910/10000, Batch Size = 128, Examples/Sec = 8438.98, Accuracy = 0.16, Loss = 2.321
[2019-05-04 12:58] Train Step 5920/10000, Batch Size = 128, Examples/Sec = 11435.92, Accuracy = 0.12, Loss = 2.332
[2019-05-04 12:58] Train Step 5930/10000, Batch Size = 128, Examples/Sec = 11407.98, Accuracy = 0.11, Loss = 2.310
[2019-05-04 12:58] Train Step 5940/10000, Batch Size = 128, Examples/Sec = 10173.98, Accuracy = 0.12, Loss = 2.317
[2019-05-04 12:58] Train Step 5950/10000, Batch Size = 128, Examples/Sec = 11383.31, Accuracy = 0.11, Loss = 2.341
[2019-05-04 12:58] Train Step 5960/10000, Batch Size = 128, Examples/Sec = 11382.82, Accuracy = 0.09, Loss = 2.281
[2019-05-04 12:58] Train Step 5970/10000, Batch Size = 128, Examples/Sec = 11122.71, Accuracy = 0.16, Loss = 2.265
[2019-05-04 12:58] Train Step 5980/10000, Batch Size = 128, Examples/Sec = 13099.84, Accuracy = 0.09, Loss = 2.308
[2019-05-04 12:58] Train Step 5990/10000, Batch Size = 128, Examples/Sec = 9695.19, Accuracy = 0.12, Loss = 2.291
[2019-05-04 12:58] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 11477.49, Accuracy = 0.11, Loss = 2.318
[2019-05-04 12:58] Train Step 6010/10000, Batch Size = 128, Examples/Sec = 11175.03, Accuracy = 0.11, Loss = 2.310
[2019-05-04 12:58] Train Step 6020/10000, Batch Size = 128, Examples/Sec = 10190.98, Accuracy = 0.12, Loss = 2.318
