/var/spool/slurm-llnl/slurmd/job2259371/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 12:53] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 196.19, Accuracy = 0.12, Loss = 16.725
[2019-05-04 12:54] Train Step 9520/10000, Batch Size = 128, Examples/Sec = 23736.44, Accuracy = 0.98, Loss = 0.134
[2019-05-04 12:54] Train Step 9530/10000, Batch Size = 128, Examples/Sec = 20418.78, Accuracy = 0.98, Loss = 0.154
[2019-05-04 12:54] Train Step 9540/10000, Batch Size = 128, Examples/Sec = 19873.07, Accuracy = 0.92, Loss = 0.240
[2019-05-04 12:54] Train Step 9550/10000, Batch Size = 128, Examples/Sec = 20442.10, Accuracy = 0.96, Loss = 0.148
[2019-05-04 12:54] Train Step 9560/10000, Batch Size = 128, Examples/Sec = 21920.26, Accuracy = 0.98, Loss = 0.141
[2019-05-04 12:54] Train Step 9570/10000, Batch Size = 128, Examples/Sec = 22168.26, Accuracy = 0.86, Loss = 0.343
[2019-05-04 12:54] Train Step 9580/10000, Batch Size = 128, Examples/Sec = 19994.45, Accuracy = 0.88, Loss = 0.295
[2019-05-04 12:54] Train Step 9590/10000, Batch Size = 128, Examples/Sec = 20426.55, Accuracy = 0.88, Loss = 0.247
[2019-05-04 12:54] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 23029.81, Accuracy = 0.98, Loss = 0.140
[2019-05-04 12:54] Train Step 9610/10000, Batch Size = 128, Examples/Sec = 19724.12, Accuracy = 0.92, Loss = 0.207
[2019-05-04 12:54] Train Step 9620/10000, Batch Size = 128, Examples/Sec = 20221.13, Accuracy = 0.87, Loss = 0.253
[2019-05-04 12:54] Train Step 9630/10000, Batch Size = 128, Examples/Sec = 22475.44, Accuracy = 0.86, Loss = 0.330
[2019-05-04 12:54] Train Step 9640/10000, Batch Size = 128, Examples/Sec = 23693.50, Accuracy = 0.98, Loss = 0.131
[2019-05-04 12:54] Train Step 9650/10000, Batch Size = 128, Examples/Sec = 20951.88, Accuracy = 0.97, Loss = 0.137
[2019-05-04 12:54] Train Step 9660/10000, Batch Size = 128, Examples/Sec = 23667.38, Accuracy = 0.95, Loss = 0.173
[2019-05-04 12:54] Train Step 9670/10000, Batch Size = 128, Examples/Sec = 19985.52, Accuracy = 0.89, Loss = 0.275
[2019-05-04 12:54] Train Step 9680/10000, Batch Size = 128, Examples/Sec = 23018.95, Accuracy = 0.95, Loss = 0.169
[2019-05-04 12:54] Train Step 9690/10000, Batch Size = 128, Examples/Sec = 20987.10, Accuracy = 0.88, Loss = 0.280
train.py:106: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  x = torch.tensor(batch_inputs, device=device)
train.py:107: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(batch_targets,device=device)
train.py:129: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-05-04 12:54] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 23613.25, Accuracy = 0.91, Loss = 0.233
[2019-05-04 12:54] Train Step 9710/10000, Batch Size = 128, Examples/Sec = 19657.68, Accuracy = 0.89, Loss = 0.263
[2019-05-04 12:54] Train Step 9720/10000, Batch Size = 128, Examples/Sec = 22269.41, Accuracy = 0.91, Loss = 0.220
[2019-05-04 12:54] Train Step 9730/10000, Batch Size = 128, Examples/Sec = 23620.52, Accuracy = 0.95, Loss = 0.185
[2019-05-04 12:54] Train Step 9740/10000, Batch Size = 128, Examples/Sec = 22014.64, Accuracy = 0.96, Loss = 0.149
[2019-05-04 12:54] Train Step 9750/10000, Batch Size = 128, Examples/Sec = 19740.80, Accuracy = 0.94, Loss = 0.181
[2019-05-04 12:54] Train Step 9760/10000, Batch Size = 128, Examples/Sec = 20928.19, Accuracy = 0.91, Loss = 0.242
[2019-05-04 12:54] Train Step 9770/10000, Batch Size = 128, Examples/Sec = 19758.24, Accuracy = 0.90, Loss = 0.251
[2019-05-04 12:54] Train Step 9780/10000, Batch Size = 128, Examples/Sec = 20217.32, Accuracy = 0.93, Loss = 0.171
[2019-05-04 12:54] Train Step 9790/10000, Batch Size = 128, Examples/Sec = 20855.03, Accuracy = 0.90, Loss = 0.222
[2019-05-04 12:54] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 23104.14, Accuracy = 0.90, Loss = 0.320
[2019-05-04 12:54] Train Step 9810/10000, Batch Size = 128, Examples/Sec = 22370.55, Accuracy = 0.93, Loss = 0.239
[2019-05-04 12:54] Train Step 9820/10000, Batch Size = 128, Examples/Sec = 20062.44, Accuracy = 0.91, Loss = 0.244
[2019-05-04 12:54] Train Step 9830/10000, Batch Size = 128, Examples/Sec = 22078.92, Accuracy = 0.87, Loss = 0.284
[2019-05-04 12:54] Train Step 9840/10000, Batch Size = 128, Examples/Sec = 19341.82, Accuracy = 0.93, Loss = 0.201
[2019-05-04 12:54] Train Step 9850/10000, Batch Size = 128, Examples/Sec = 21924.73, Accuracy = 0.94, Loss = 0.178
[2019-05-04 12:54] Train Step 9860/10000, Batch Size = 128, Examples/Sec = 20442.88, Accuracy = 0.95, Loss = 0.176
[2019-05-04 12:54] Train Step 9870/10000, Batch Size = 128, Examples/Sec = 20344.50, Accuracy = 0.95, Loss = 0.168
[2019-05-04 12:54] Train Step 9880/10000, Batch Size = 128, Examples/Sec = 22297.16, Accuracy = 0.85, Loss = 0.413
[2019-05-04 12:54] Train Step 9890/10000, Batch Size = 128, Examples/Sec = 20365.33, Accuracy = 0.91, Loss = 0.277
[2019-05-04 12:54] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 24002.81, Accuracy = 0.93, Loss = 0.184
[2019-05-04 12:54] Train Step 9910/10000, Batch Size = 128, Examples/Sec = 20978.08, Accuracy = 0.95, Loss = 0.156
[2019-05-04 12:54] Train Step 9920/10000, Batch Size = 128, Examples/Sec = 24020.00, Accuracy = 0.86, Loss = 0.319
[2019-05-04 12:54] Train Step 9930/10000, Batch Size = 128, Examples/Sec = 20727.81, Accuracy = 0.93, Loss = 0.188
[2019-05-04 12:54] Train Step 9940/10000, Batch Size = 128, Examples/Sec = 21003.52, Accuracy = 0.96, Loss = 0.138
[2019-05-04 12:54] Train Step 9950/10000, Batch Size = 128, Examples/Sec = 22868.93, Accuracy = 0.91, Loss = 0.241
[2019-05-04 12:54] Train Step 9960/10000, Batch Size = 128, Examples/Sec = 20117.32, Accuracy = 0.91, Loss = 0.225
[2019-05-04 12:54] Train Step 9970/10000, Batch Size = 128, Examples/Sec = 19700.24, Accuracy = 0.84, Loss = 0.323
[2019-05-04 12:54] Train Step 9980/10000, Batch Size = 128, Examples/Sec = 23142.98, Accuracy = 0.94, Loss = 0.190
[2019-05-04 12:54] Train Step 9990/10000, Batch Size = 128, Examples/Sec = 20484.22, Accuracy = 0.87, Loss = 0.244
[2019-05-04 12:54] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 19362.75, Accuracy = 0.88, Loss = 0.278
Done training.
[2019-05-04 12:54] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 14208.57, Accuracy = 0.12, Loss = 14.935
[2019-05-04 12:54] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 12944.45, Accuracy = 0.13, Loss = 14.580
[2019-05-04 12:54] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 13226.35, Accuracy = 0.08, Loss = 15.115
[2019-05-04 12:54] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 12793.00, Accuracy = 0.08, Loss = 13.821
[2019-05-04 12:54] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 13218.21, Accuracy = 0.12, Loss = 14.407
[2019-05-04 12:54] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 12879.85, Accuracy = 0.09, Loss = 13.897
[2019-05-04 12:54] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 13254.44, Accuracy = 0.12, Loss = 13.660
[2019-05-04 12:54] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 12773.21, Accuracy = 0.16, Loss = 12.880
[2019-05-04 12:54] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 13157.96, Accuracy = 0.03, Loss = 14.668
[2019-05-04 12:54] Train Step 0090/10000, Batch Size = 128, Examples/Sec = 12803.68, Accuracy = 0.08, Loss = 13.946
[2019-05-04 12:54] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 13265.57, Accuracy = 0.16, Loss = 11.939
[2019-05-04 12:54] Train Step 0110/10000, Batch Size = 128, Examples/Sec = 12842.27, Accuracy = 0.09, Loss = 13.556
[2019-05-04 12:54] Train Step 0120/10000, Batch Size = 128, Examples/Sec = 12809.17, Accuracy = 0.13, Loss = 12.026
[2019-05-04 12:54] Train Step 0130/10000, Batch Size = 128, Examples/Sec = 12868.74, Accuracy = 0.09, Loss = 13.210
[2019-05-04 12:54] Train Step 0140/10000, Batch Size = 128, Examples/Sec = 13232.22, Accuracy = 0.12, Loss = 11.957
[2019-05-04 12:54] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 12756.22, Accuracy = 0.12, Loss = 12.742
[2019-05-04 12:54] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 12758.64, Accuracy = 0.06, Loss = 13.278
[2019-05-04 12:54] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 13148.29, Accuracy = 0.08, Loss = 12.967
[2019-05-04 12:54] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 12800.62, Accuracy = 0.06, Loss = 12.824
[2019-05-04 12:54] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 13211.71, Accuracy = 0.09, Loss = 12.247
[2019-05-04 12:54] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 12882.63, Accuracy = 0.08, Loss = 12.321
[2019-05-04 12:54] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 13024.52, Accuracy = 0.09, Loss = 13.486
[2019-05-04 12:54] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 12730.20, Accuracy = 0.11, Loss = 11.623
[2019-05-04 12:54] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 13538.54, Accuracy = 0.09, Loss = 13.638
[2019-05-04 12:54] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 12821.10, Accuracy = 0.05, Loss = 13.736
[2019-05-04 12:54] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 13214.31, Accuracy = 0.12, Loss = 10.867
[2019-05-04 12:54] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 12762.28, Accuracy = 0.08, Loss = 11.548
[2019-05-04 12:54] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 12966.64, Accuracy = 0.10, Loss = 12.392
[2019-05-04 12:54] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 12865.04, Accuracy = 0.05, Loss = 13.111
[2019-05-04 12:54] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 13237.77, Accuracy = 0.12, Loss = 10.886
[2019-05-04 12:54] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 12786.60, Accuracy = 0.09, Loss = 12.172
[2019-05-04 12:54] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 12768.35, Accuracy = 0.09, Loss = 12.085
[2019-05-04 12:54] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 12864.73, Accuracy = 0.09, Loss = 12.134
[2019-05-04 12:54] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 13233.53, Accuracy = 0.13, Loss = 11.361
[2019-05-04 12:54] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 12756.52, Accuracy = 0.13, Loss = 11.071
[2019-05-04 12:54] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 13231.90, Accuracy = 0.12, Loss = 12.709
[2019-05-04 12:54] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 12761.68, Accuracy = 0.12, Loss = 11.909
[2019-05-04 12:54] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 13369.96, Accuracy = 0.08, Loss = 10.133
[2019-05-04 12:54] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 12769.26, Accuracy = 0.09, Loss = 11.685
[2019-05-04 12:54] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 13134.46, Accuracy = 0.09, Loss = 11.654
[2019-05-04 12:54] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 12845.65, Accuracy = 0.10, Loss = 11.391
[2019-05-04 12:54] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 13616.14, Accuracy = 0.14, Loss = 10.139
[2019-05-04 12:54] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 12846.26, Accuracy = 0.06, Loss = 10.936
[2019-05-04 12:54] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 13293.49, Accuracy = 0.12, Loss = 10.784
[2019-05-04 12:54] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 12829.38, Accuracy = 0.16, Loss = 10.501
[2019-05-04 12:54] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 13474.66, Accuracy = 0.12, Loss = 11.115
[2019-05-04 12:54] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 12848.72, Accuracy = 0.11, Loss = 10.934
[2019-05-04 12:54] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 13219.19, Accuracy = 0.16, Loss = 9.743
[2019-05-04 12:54] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 12747.74, Accuracy = 0.12, Loss = 11.287
[2019-05-04 12:54] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 12848.10, Accuracy = 0.08, Loss = 11.092
[2019-05-04 12:54] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 13233.85, Accuracy = 0.10, Loss = 10.724
[2019-05-04 12:54] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 13079.10, Accuracy = 0.11, Loss = 11.478
[2019-05-04 12:54] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 12878.93, Accuracy = 0.09, Loss = 11.588
[2019-05-04 12:54] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 13269.83, Accuracy = 0.12, Loss = 10.625
[2019-05-04 12:54] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 12891.61, Accuracy = 0.10, Loss = 10.375
[2019-05-04 12:54] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 13883.40, Accuracy = 0.13, Loss = 10.570
[2019-05-04 12:54] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 12908.03, Accuracy = 0.17, Loss = 9.318
[2019-05-04 12:54] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 13209.76, Accuracy = 0.09, Loss = 10.002
[2019-05-04 12:54] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 12830.30, Accuracy = 0.12, Loss = 10.646
[2019-05-04 12:54] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 13321.20, Accuracy = 0.09, Loss = 10.156
[2019-05-04 12:54] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 12820.49, Accuracy = 0.13, Loss = 9.544
[2019-05-04 12:54] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 13467.90, Accuracy = 0.10, Loss = 9.645
[2019-05-04 12:54] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 12814.98, Accuracy = 0.13, Loss = 10.183
[2019-05-04 12:54] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 13387.63, Accuracy = 0.11, Loss = 9.401
[2019-05-04 12:54] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 12900.59, Accuracy = 0.11, Loss = 9.704
[2019-05-04 12:54] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 13263.60, Accuracy = 0.12, Loss = 10.011
[2019-05-04 12:54] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 12718.14, Accuracy = 0.11, Loss = 9.070
[2019-05-04 12:54] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 13108.80, Accuracy = 0.09, Loss = 9.809
[2019-05-04 12:54] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 12813.45, Accuracy = 0.09, Loss = 9.553
[2019-05-04 12:54] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 13204.23, Accuracy = 0.05, Loss = 9.711
[2019-05-04 12:54] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 12782.64, Accuracy = 0.15, Loss = 9.137
[2019-05-04 12:54] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 13204.23, Accuracy = 0.09, Loss = 10.956
[2019-05-04 12:54] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 12874.60, Accuracy = 0.10, Loss = 9.533
[2019-05-04 12:54] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 13252.15, Accuracy = 0.10, Loss = 9.333
[2019-05-04 12:54] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 12851.80, Accuracy = 0.13, Loss = 9.433
[2019-05-04 12:54] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 13220.49, Accuracy = 0.12, Loss = 9.692
[2019-05-04 12:54] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 12880.78, Accuracy = 0.12, Loss = 9.354
[2019-05-04 12:54] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 12982.32, Accuracy = 0.09, Loss = 8.931
[2019-05-04 12:54] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 12763.50, Accuracy = 0.13, Loss = 8.846
[2019-05-04 12:54] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 13339.40, Accuracy = 0.12, Loss = 9.820
[2019-05-04 12:54] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 12926.37, Accuracy = 0.09, Loss = 9.404
[2019-05-04 12:54] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 13152.80, Accuracy = 0.09, Loss = 8.671
[2019-05-04 12:54] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 12866.27, Accuracy = 0.09, Loss = 8.785
[2019-05-04 12:54] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 13225.70, Accuracy = 0.09, Loss = 8.952
[2019-05-04 12:54] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 12817.12, Accuracy = 0.09, Loss = 10.413
[2019-05-04 12:54] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 13301.40, Accuracy = 0.08, Loss = 9.316
[2019-05-04 12:54] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 12732.32, Accuracy = 0.12, Loss = 8.540
[2019-05-04 12:54] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 12890.37, Accuracy = 0.09, Loss = 9.003
[2019-05-04 12:54] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 12929.17, Accuracy = 0.11, Loss = 9.255
[2019-05-04 12:54] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 15043.46, Accuracy = 0.11, Loss = 8.582
[2019-05-04 12:54] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 12897.80, Accuracy = 0.08, Loss = 8.803
[2019-05-04 12:54] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 13383.30, Accuracy = 0.12, Loss = 8.288
[2019-05-04 12:54] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 12867.51, Accuracy = 0.06, Loss = 8.832
[2019-05-04 12:54] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 13458.45, Accuracy = 0.14, Loss = 8.439
[2019-05-04 12:54] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 12787.82, Accuracy = 0.12, Loss = 8.507
[2019-05-04 12:54] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 13396.65, Accuracy = 0.09, Loss = 7.995
[2019-05-04 12:54] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 12850.87, Accuracy = 0.08, Loss = 9.088
[2019-05-04 12:54] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 13162.79, Accuracy = 0.08, Loss = 8.849
[2019-05-04 12:54] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 12847.18, Accuracy = 0.13, Loss = 7.584
[2019-05-04 12:54] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 13090.58, Accuracy = 0.15, Loss = 8.694
[2019-05-04 12:54] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 12833.67, Accuracy = 0.12, Loss = 8.748
[2019-05-04 12:54] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 13202.93, Accuracy = 0.16, Loss = 7.653
[2019-05-04 12:54] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 12777.47, Accuracy = 0.14, Loss = 7.756
[2019-05-04 12:54] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 13201.31, Accuracy = 0.12, Loss = 8.138
[2019-05-04 12:54] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 12803.68, Accuracy = 0.11, Loss = 8.792
[2019-05-04 12:54] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 13186.07, Accuracy = 0.12, Loss = 7.703
[2019-05-04 12:54] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 12713.93, Accuracy = 0.08, Loss = 8.034
[2019-05-04 12:54] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 14566.72, Accuracy = 0.11, Loss = 7.201
[2019-05-04 12:54] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 12824.78, Accuracy = 0.10, Loss = 7.522
[2019-05-04 12:54] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 12897.18, Accuracy = 0.10, Loss = 8.055
[2019-05-04 12:54] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 13036.54, Accuracy = 0.13, Loss = 8.786
[2019-05-04 12:54] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 13303.37, Accuracy = 0.14, Loss = 7.488
[2019-05-04 12:54] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 12845.65, Accuracy = 0.20, Loss = 7.528
[2019-05-04 12:54] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 12834.59, Accuracy = 0.13, Loss = 7.365
[2019-05-04 12:54] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 12849.95, Accuracy = 0.12, Loss = 7.694
[2019-05-04 12:54] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 12784.47, Accuracy = 0.10, Loss = 7.840
[2019-05-04 12:54] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 12814.07, Accuracy = 0.12, Loss = 7.545
[2019-05-04 12:54] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 13102.72, Accuracy = 0.05, Loss = 7.689
[2019-05-04 12:54] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 12795.13, Accuracy = 0.09, Loss = 7.548
[2019-05-04 12:54] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 12758.64, Accuracy = 0.14, Loss = 7.102
[2019-05-04 12:54] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 13042.24, Accuracy = 0.09, Loss = 7.472
[2019-05-04 12:54] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 12837.35, Accuracy = 0.16, Loss = 7.147
[2019-05-04 12:54] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 13117.77, Accuracy = 0.16, Loss = 7.207
[2019-05-04 12:54] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 12756.82, Accuracy = 0.12, Loss = 7.698
[2019-05-04 12:54] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 13558.37, Accuracy = 0.13, Loss = 6.991
[2019-05-04 12:54] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 12859.18, Accuracy = 0.13, Loss = 7.458
[2019-05-04 12:54] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 13432.85, Accuracy = 0.12, Loss = 7.237
[2019-05-04 12:54] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 12873.37, Accuracy = 0.15, Loss = 6.709
[2019-05-04 12:54] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 13249.86, Accuracy = 0.13, Loss = 6.744
[2019-05-04 12:54] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 12857.64, Accuracy = 0.16, Loss = 5.487
[2019-05-04 12:54] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 13346.37, Accuracy = 0.12, Loss = 7.250
[2019-05-04 12:54] Train Step 1310/10000, Batch Size = 128, Examples/Sec = 12873.68, Accuracy = 0.09, Loss = 6.812
[2019-05-04 12:54] Train Step 1320/10000, Batch Size = 128, Examples/Sec = 13417.75, Accuracy = 0.04, Loss = 7.620
[2019-05-04 12:54] Train Step 1330/10000, Batch Size = 128, Examples/Sec = 12834.59, Accuracy = 0.13, Loss = 7.324
[2019-05-04 12:54] Train Step 1340/10000, Batch Size = 128, Examples/Sec = 13232.22, Accuracy = 0.16, Loss = 5.836
[2019-05-04 12:54] Train Step 1350/10000, Batch Size = 128, Examples/Sec = 12868.12, Accuracy = 0.05, Loss = 7.081
[2019-05-04 12:54] Train Step 1360/10000, Batch Size = 128, Examples/Sec = 13351.68, Accuracy = 0.12, Loss = 6.807
[2019-05-04 12:54] Train Step 1370/10000, Batch Size = 128, Examples/Sec = 12891.30, Accuracy = 0.14, Loss = 6.459
[2019-05-04 12:54] Train Step 1380/10000, Batch Size = 128, Examples/Sec = 12928.24, Accuracy = 0.16, Loss = 6.649
[2019-05-04 12:54] Train Step 1390/10000, Batch Size = 128, Examples/Sec = 13140.24, Accuracy = 0.12, Loss = 6.740
[2019-05-04 12:54] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 12895.63, Accuracy = 0.10, Loss = 6.791
[2019-05-04 12:54] Train Step 1410/10000, Batch Size = 128, Examples/Sec = 13205.86, Accuracy = 0.14, Loss = 5.956
[2019-05-04 12:55] Train Step 1420/10000, Batch Size = 128, Examples/Sec = 12843.80, Accuracy = 0.13, Loss = 6.924
[2019-05-04 12:55] Train Step 1430/10000, Batch Size = 128, Examples/Sec = 13036.86, Accuracy = 0.09, Loss = 6.652
[2019-05-04 12:55] Train Step 1440/10000, Batch Size = 128, Examples/Sec = 12746.53, Accuracy = 0.11, Loss = 6.265
[2019-05-04 12:55] Train Step 1450/10000, Batch Size = 128, Examples/Sec = 12920.77, Accuracy = 0.12, Loss = 6.550
[2019-05-04 12:55] Train Step 1460/10000, Batch Size = 128, Examples/Sec = 12768.05, Accuracy = 0.12, Loss = 6.799
[2019-05-04 12:55] Train Step 1470/10000, Batch Size = 128, Examples/Sec = 13085.16, Accuracy = 0.14, Loss = 5.816
[2019-05-04 12:55] Train Step 1480/10000, Batch Size = 128, Examples/Sec = 12855.80, Accuracy = 0.16, Loss = 6.131
[2019-05-04 12:55] Train Step 1490/10000, Batch Size = 128, Examples/Sec = 12994.58, Accuracy = 0.09, Loss = 6.900
[2019-05-04 12:55] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 16035.57, Accuracy = 0.20, Loss = 5.790
[2019-05-04 12:55] Train Step 1510/10000, Batch Size = 128, Examples/Sec = 12758.04, Accuracy = 0.13, Loss = 6.376
[2019-05-04 12:55] Train Step 1520/10000, Batch Size = 128, Examples/Sec = 13296.45, Accuracy = 0.10, Loss = 6.066
[2019-05-04 12:55] Train Step 1530/10000, Batch Size = 128, Examples/Sec = 12878.62, Accuracy = 0.10, Loss = 6.266
[2019-05-04 12:55] Train Step 1540/10000, Batch Size = 128, Examples/Sec = 13479.06, Accuracy = 0.15, Loss = 6.062
